% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 12 2023, 14:04"
% Table,d1sweep - 
% d1 (cm),freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity"
8,1990,2700,-7.998465020075684E-4-0.01040847761004993i
8,2000,2700,-0.00654076017163372-0.030031284330297395i
8,2010,2700,-0.007776081302338549+0.03349244945990757i
8,2020,2700,-8.564328236945816E-4+0.011637243851042598i
8,2030,2700,-3.0760122332800215E-4+0.0071221284308777754i
8,2040,2700,-1.5747209310012773E-4+0.005181535634005674i
8,2050,2700,-9.589163119342619E-5+0.00409832106244952i
8,2060,2700,-6.477009185151083E-5+0.0034040853222128487i
8,2070,2700,-4.68860974848812E-5+0.0029189521898616085i
8,2080,2700,-3.5671747461236966E-5+0.002559099388397217i
8,2090,2700,-2.8180820176620584E-5+0.0022802004918510994i
8,2100,2700,-2.2931767449855454E-5+0.002056614033542619i
8,2110,2700,-1.911337203415789E-5+0.0018724752363460247i
8,2120,2700,-1.625113074755453E-5+0.0017174400286886385i
8,2130,2700,-1.4052448808390324E-5+0.0015844739421495742i
8,2140,2700,-1.2328940164034228E-5+0.001468624670658407i
8,2150,2700,-1.0954869357615954E-5+0.001366303002539039i
8,2160,2700,-9.843723617136047E-6+0.0012748423334222195i
8,2170,2700,-8.934407697076583E-6+0.0011922184677614438i
8,2180,2700,-8.182795533202377E-6+0.0011168655341982651i
8,2190,2700,-7.556388379454196E-6+0.0010475516117115626i
8,2200,2700,-7.030839469514172E-6+9.83292608437541E-4i
8,2210,2700,-6.5876355794278895E-6+9.23291314110243E-4i
8,2220,2700,-6.212515638435433E-6+8.66893416023364E-4i
8,2230,2700,-5.894370542673483E-6+8.135551882268786E-4i
8,2240,2700,-5.624464126645708E-6+7.6281936421162E-4i
8,2250,2700,-5.39587277250178E-6+7.14296841638423E-4i
8,2260,2700,-5.203076570529521E-6+6.676526034757798E-4i
8,2270,2700,-5.041657260868549E-6+6.22594725046631E-4i
8,2280,2700,-4.90807252010827E-6+5.78865661924764E-4i
8,2290,2700,-4.799485524319526E-6+5.362352351313087E-4i
8,2300,2700,-4.713634909743976E-6+4.944948824338185E-4i
8,2310,2700,-4.648734350230338E-6+4.534528497166353E-4i
8,2320,2700,-4.603393623019833E-6+4.129300681938945E-4i
8,2330,2700,-4.576554582451969E-6+3.727565099981882E-4i
8,2340,2700,-4.567436025541936E-6+3.327678404107212E-4i
8,2350,2700,-4.575480836341396E-6+2.928021893674131E-4i
8,2360,2700,-4.600296452756574E-6+2.5269684117000334E-4i
8,2370,2700,-4.641574132633484E-6+2.1228457045556443E-4i
8,2380,2700,-4.698960213056025E-6+1.7138918646043852E-4i
8,2390,2700,-4.771824928318033E-6+1.2981946236670375E-4i
8,2400,2700,-4.8588084609868406E-6+8.73596744203743E-5i
8,2410,2700,-4.956852851595581E-6+4.375236412960654E-5i
8,2420,2700,-5.058932599071153E-6-1.3393306498196074E-6i
8,2430,2700,-5.148047979562597E-6-4.8434368760557596E-5i
8,2440,2700,-5.178721764315397E-6-9.861251768889854E-5i
8,2450,2700,-5.022775185940162E-6-1.5586381739289096E-4i
8,2460,2700,-2.7611223860108633E-5-3.2609057769301806E-4i
8,2470,2700,-1.031263885454629E-5-2.2255792372839373E-4i
8,2480,2700,-8.782541279431151E-6-2.919832451774737E-4i
8,2490,2700,-8.834430984269967E-6-3.568815069612468E-4i
8,2500,2700,-9.259913768696765E-6-4.2434725137174454E-4i
8,2510,2700,-9.902990212746522E-6-4.963459899618354E-4i
8,2520,2700,-1.0741106935590651E-5-5.742510173916001E-4i
8,2530,2700,-1.179277539327509E-5-6.5947407303475E-4i
8,2540,2700,-1.3101143946416881E-5-7.536868391358005E-4i
8,2550,2700,-1.473404010048616E-5-8.589887249642514E-4i
8,2560,2700,-1.6791545086488173E-5-9.781067520869798E-4i
8,2570,2700,-1.9421115731083776E-5-0.0011146799146957915i
8,2580,2700,-2.284432417455808E-5-0.0012736952696905414i
8,2590,2700,-2.7404556537710533E-5-0.0014621905740462451i
8,2600,2700,-3.365573357453206E-5-0.0016904410874587336i
8,2610,2700,-4.253731468850975E-5-0.001974073748186988i
8,2620,2700,-5.574626086148306E-5-0.0023380827432064825i
8,2630,2700,-7.660646462343144E-5-0.0028250936873670464i
8,2640,2700,-1.1237063578310269E-4-0.0035142395113200633i
8,2650,2700,-1.8145399602693014E-4-0.004570846360330991i
8,2660,2700,-3.427453318528961E-4-0.0064073092383112205i
8,2670,2700,-8.784036427501824E-4-0.010414875425574644i
8,2680,2700,-0.005427394698034001-0.025792584775271594i
8,2690,2700,-0.017563084126713015+0.044634550563048436i
8,2700,2700,-0.0013344332834361017+0.013271117598651874i
8,2710,2700,-4.4531814930094763E-4+0.007739051668176049i
8,2720,2700,-2.2119709876712828E-4+0.005477256933663259i
8,2730,2700,-1.3258882989768142E-4+0.0042448984978320226i
8,2740,2700,-8.874425312454813E-5+0.0034665646536946645i
8,2750,2700,-6.38933041266901E-5+0.002928129085359822i
8,2760,2700,-4.8460871230191466E-5+0.002531751568326336i
8,2770,2700,-3.822705510669006E-5+0.0022263893120053327i
8,2780,2700,-3.10969014631312E-5+0.0019828077624382125i
8,2790,2700,-2.593449152711788E-5+0.0017830561874521045i
8,2800,2700,-2.2080508695878608E-5+0.0016155005079404627i
8,2810,2700,-1.9130943988615495E-5+0.0014722671653317465i
8,2820,2700,-1.6827042746219135E-5+0.0013478349599150207i
8,2830,2700,-1.4996884542371698E-5+0.0012382152778525307i
8,2840,2700,-1.3522656927787047E-5+0.0011404525384380167i
8,2850,2700,-1.23214748460383E-5+0.001052307822169361i
8,2860,2700,-1.1333697811912955E-5+9.72051792904248E-4i
8,2870,2700,-1.0515574050913277E-5+8.983252227629276E-4i
8,2880,2700,-9.834473786783007E-6+8.30042655751657E-4i
8,2890,2700,-9.265721835172539E-6+7.663243568197078E-4i
8,2900,2700,-8.790446403320004E-6+7.064472529552709E-4i
8,2910,2700,-8.394090277270564E-6+6.498088934778223E-4i
8,2920,2700,-8.065364039747122E-6+5.959004962561152E-4i
8,2930,2700,-7.795500954405846E-6+5.442864305760294E-4i
8,2940,2700,-7.5777223846428796E-6+4.945883131452216E-4i
8,2950,2700,-7.406853734878072E-6+4.4647243419735386E-4i
8,2960,2700,-7.2790511014978824E-6+3.996395888631913E-4i
8,2970,2700,-7.191612369996614E-6+3.5381662744165393E-4i
8,2980,2700,-7.1428559864577595E-6+3.087491951536401E-4i
8,2990,2700,-7.132057734700488E-6+2.641952305650536E-4i
8,3000,2700,-7.1594417493321675E-6+2.1991884524191814E-4i
8,3010,2700,-7.226227593904353E-6+1.75684221036067E-4i
8,3020,2700,-7.3347415449500645E-6+1.312491347758882E-4i
8,3030,2700,-7.488608348783129E-6+8.63576446513319E-5i
8,3040,2700,-7.69305147822424E-6+4.073132946247474E-5i
8,3050,2700,-7.955348224453178E-6-5.94177437310391E-6i
8,3060,2700,-8.285516004444762E-6-5.402180750636878E-5i
8,3070,2700,-8.697357844913549E-6-1.0393726549225002E-4i
8,3080,2700,-9.210087188360972E-6-1.5621390707289443E-4i
8,3090,2700,-9.8509240916013E-6-2.1151775343965172E-4i
8,3100,2700,-1.0659390941664316E-5-2.707215788750421E-4i
8,3110,2700,-1.1694728773942222E-5-3.3501216313336276E-4i
8,3120,2700,-1.3049376461692301E-5-4.060717833918979E-4i
8,3130,2700,-1.487505286679789E-5-4.8640309539805767E-4i
8,3140,2700,-1.74373005705588E-5-5.799516730861648E-4i
8,3150,2700,-2.1241389532617725E-5-6.934050868639462E-4i
8,3160,2700,-2.736338537212362E-5-8.392220074301422E-4i
8,3170,2700,-3.849368791084556E-5-0.0010438572817128573i
8,3180,2700,-6.326308343604501E-5-0.0013757587449566907i
8,3190,2700,-1.4531493201728994E-4-0.002085397024595598i
8,3200,2700,-0.0010789898375385713-0.005367033651652142i
8,3210,2700,-7.206340497249422E-4+0.00392493549057493i
8,3220,2700,-6.947413854889872E-5+9.367794688633679E-4i
8,3230,2700,-2.132055250927478E-5+2.3461476329209838E-4i
8,3240,2700,-1.0556293903333686E-5-1.2003421698937892E-4i
8,3250,2700,-7.594445642809652E-6-3.6367689911609566E-4i
8,3260,2700,-7.242033839944909E-6-5.635686824645057E-4i
8,3270,2700,-8.135180704644459E-6-7.477259828961937E-4i
8,3280,2700,-9.892848774757992E-6-9.317148881243273E-4i
8,3290,2700,-1.2503006997866813E-5-0.0011269838573797857i
8,3300,2700,-1.6181695669340557E-5-0.0013445448558279955i
8,3310,2700,-2.1395452197781476E-5-0.0015975452203841557i
8,3320,2700,-2.901339409410805E-5-0.0019042627735311375i
8,3330,2700,-4.068691196251812E-5-0.0022930729794089218i
8,3340,2700,-5.97962439296209E-5-0.0028124889710949715i
8,3350,2700,-9.410476196735504E-5-0.003554706140841399i
8,3360,2700,-1.647430830024495E-4-0.0047209277917467i
8,3370,2700,-3.4699888952718883E-4-0.0068520029754136095i
8,3380,2700,-0.0010863966540790011-0.012062654187674396i
8,3390,2700,-0.015274456794272057-0.04251487679124097i
8,3400,2700,-0.004760888010512675+0.024559645355329514i
8,3410,2700,-7.961666938391618E-4+0.010087244335762077i
8,3420,2700,-3.215020062371687E-4+0.006333469846005628i
8,3430,2700,-1.7595799314532024E-4+0.00461032260931803i
8,3440,2700,-1.1253736706340571E-4+0.003616057486964378i
8,3450,2700,-7.916926047217989E-5+0.0029652458195409885i
8,3460,2700,-5.941089307730385E-5+0.002503393275801587i
8,3470,2700,-4.672474052075849E-5+0.0021565358803884885i
8,3480,2700,-3.808684226495976E-5+0.0018848146845066823i
8,3490,2700,-3.1939319033890255E-5+0.0016648422019069056i
8,3500,2700,-2.7411994841437856E-5+0.0014819825816161946i
8,3510,2700,-2.3987239567253556E-5+0.0013266005363745243i
8,3520,2700,-2.1341245498669375E-5+0.0011920865006259153i
8,3530,2700,-1.9262978915872123E-5+0.0010737484017991855i
8,3540,2700,-1.7610184256987322E-5+9.681564431175702E-4i
8,3550,2700,-1.628426144511183E-5+8.727384493732831E-4i
8,3560,2700,-1.5215298065744828E-5+7.855204772725551E-4i
8,3570,2700,-1.435282653156646E-5+7.049550527224815E-4i
8,3580,2700,-1.3659942419726187E-5+6.298040752115986E-4i
8,3590,2700,-1.3109468818756244E-5+5.590568072394963E-4i
8,3600,2700,-1.2681408570903058E-5+4.918709092875208E-4i
8,3610,2700,-1.2361234481012365E-5+4.275288774512192E-4i
8,3620,2700,-1.2138744725948315E-5+3.6540487428726113E-4i
8,3630,2700,-1.2007316627622347E-5+3.0493855128357124E-4i
8,3640,2700,-1.19634583757391E-5+2.456134487498638E-4i
8,3650,2700,-1.2006602876134407E-5+1.869381519046102E-4i
8,3660,2700,-1.2139121274999014E-5+1.284287048549561E-4i
8,3670,2700,-1.2366563105765984E-5+6.95908986092229E-5i
8,3680,2700,-1.2698161651312869E-5+9.900971562282574E-6i
8,3690,2700,-1.3147684056723608E-5-5.1217034599920735E-5i
8,3700,2700,-1.3734766276474415E-5-1.1441961163660634E-4i
8,3710,2700,-1.4486970469560602E-5-1.80481207318168E-4i
8,3720,2700,-1.544296895558904E-5-2.503459276294914E-4i
8,3730,2700,-1.665755659602826E-5-3.2520184180269E-4i
8,3740,2700,-1.820974998635723E-5-4.06591791695237E-4i
8,3750,2700,-2.0216321775360152E-5-4.965849123224915E-4i
8,3760,2700,-2.2855368219529856E-5-5.980529696535899E-4i
8,3770,2700,-2.640944367156699E-5-7.151361422734522E-4i
8,3780,2700,-3.13494347214765E-5-8.540708039915047E-4i
8,3790,2700,-3.851030561715226E-5-0.0010247579827826925i
8,3800,2700,-4.949583016175901E-5-0.001243982801713463i
8,3810,2700,-6.773324965723095E-5-0.0015427443501001344i
8,3820,2700,-1.0172968546902947E-4-0.001985465753415745i
8,3830,2700,-1.779960323065543E-4-0.002731775849241595i
8,3840,2700,-4.194040991489763E-4-0.004313993040878584i
8,3850,2700,-0.0023080695538075517-0.01012595903099883i
8,3860,2700,-0.00791569660267439+0.017749145640898436i
8,3870,2700,-5.295580313793978E-4+0.004988076211305202i
8,3880,2700,-1.6109775216272015E-4+0.0027146137238819017i
8,3890,2700,-7.34315290649345E-5+0.0017687984907856721i
8,3900,2700,-4.056657978573885E-5+0.0012361064133716545i
8,3910,2700,-2.5178138671399588E-5+8.8322048668384E-4i
8,3920,2700,-1.6979725678637337E-5+6.233689443601038E-4i
8,3930,2700,-1.2257208535755961E-5+4.166462521002848E-4i
8,3940,2700,-9.424024760249503E-6+2.4184935155560964E-4i
8,3950,2700,-7.723681530008981E-6+8.63463200024416E-5i
8,3960,2700,-6.771679316386717E-6-5.822949451187263E-5i
8,3970,2700,-6.371924697393205E-6-1.980770691072296E-4i
8,3980,2700,-6.43818069849185E-6-3.3840649723188503E-4i
8,3990,2700,-6.9626925705275476E-6-4.842411715216458E-4i
8,4000,2700,-8.01209670774728E-6-6.411287176467284E-4i
8,4010,2700,-9.74788300328706E-6-8.159831582790351E-4i
8,4020,2700,-1.2483099915616104E-5-0.0010183451258330874i
8,4030,2700,-1.6812562209534255E-5-0.0012625927383732554i
8,4040,2700,-2.3921310156142363E-5-0.0015723118920404012i
8,4050,2700,-3.639390683841304E-5-0.001989997800107396i
8,4060,2700,-6.069892674815376E-5-0.002601838785563349i
8,4070,2700,-1.1683732407004765E-4-0.0036147293118413246i
8,4080,2700,-2.936463845788015E-4-0.005683246604043046i
8,4090,2700,-0.0014862143265408972-0.012517918151874067i
8,4100,2700,-0.02753779621358253+0.045322615516458074i
8,4110,2700,-8.311550636436363E-4+0.00890145283115089i
8,4120,2700,-2.551735039097815E-4+0.004764796464344721i
8,4130,2700,-1.254686739395555E-4+0.0031953223983933856i
8,4140,2700,-7.583333370647927E-5+0.00235376294293762i
8,4150,2700,-5.142219406328455E-5+0.0018168053025204545i
8,4160,2700,-3.7476668386847346E-5+0.001433981922713823i
8,4170,2700,-2.865867296006331E-5+0.0011373941390866301i
8,4180,2700,-2.2655525270164508E-5+8.904800899528949E-4i
8,4190,2700,-1.8354859443379183E-5+6.694922109544991E-4i
8,4200,2700,-1.5250100676696958E-5+4.5415288650934763E-4i
8,4210,2700,-1.3390412886803818E-5+2.1861826910805763E-4i
8,4220,2700,-1.4319751414286063E-5-8.933055003637044E-5i
8,4230,2700,-2.9275178164780916E-5-6.426814474204414E-4i
8,4240,2700,-3.004437276525843E-4-0.0028513247142536603i
8,4250,2700,-6.386158281681752E-4+0.004051966669422019i
8,4260,2700,-1.0468681342523767E-4+0.0014532993868304174i
8,4270,2700,-5.600885426697428E-5+8.887107678012992E-4i
8,4280,2700,-4.064072878129641E-5+6.068013679431999E-4i
8,4290,2700,-3.364508537047563E-5+4.184253677544747E-4i
8,4300,2700,-2.9930774283453196E-5+2.7199332413747033E-4i
8,4310,2700,-2.7871754192351103E-5+1.4723726498833318E-4i
8,4320,2700,-2.6814836282573276E-5+3.4211670854470514E-5i
8,4330,2700,-2.6466220515897907E-5-7.28729009157363E-5i
8,4340,2700,-2.6695158036537833E-5-1.7795338412059198E-4i
8,4350,2700,-2.7461552469173288E-5-2.84152521694574E-4i
8,4360,2700,-2.878975234539122E-5-3.9434822898257963E-4i
8,4370,2700,-3.076482491586508E-5-5.115754750981092E-4i
8,4380,2700,-3.3545375836338286E-5-6.394099369223667E-4i
8,4390,2700,-3.739612823091438E-5-7.824478369080862E-4i
8,4400,2700,-4.2753384364430754E-5-9.470272013963804E-4i
8,4410,2700,-5.0355490301294134E-5-0.0011424469994094585i
8,4420,2700,-6.151690420826658E-5-0.0013832206902351619i
8,4430,2700,-7.875523479422132E-5-0.001693625583492336i
8,4440,2700,-1.0740459114423441E-4-0.0021178930125248874i
8,4450,2700,-1.6049801327356158E-4-0.0027463659781603346i
8,4460,2700,-2.7751546765207374E-4-0.0037970553453457435i
8,4470,2700,-6.310735158600136E-4-0.00596227356260624i
8,4480,2700,-0.0029486430980161073-0.013106912760514313i
8,4490,2700,-0.0249342018773483+0.03153963779320485i
8,4500,2700,-0.001153799448470181+0.00876059374901265i
8,4510,2700,-3.332279200679996E-4+0.00480392216104854i
8,4520,2700,-1.5099692452342584E-4+0.003257717924967469i
8,4530,2700,-8.401995919915307E-5+0.002425092658490668i
8,4540,2700,-5.266353316665404E-5+0.0018973387428643327i
8,4550,2700,-3.571899135256518E-5+0.0015272903007552217i
8,4560,2700,-2.565218391862665E-5+0.0012489949947929312i
8,4570,2700,-1.925962725587136E-5+0.0010284330717654922i
8,4580,2700,-1.4999786751250189E-5+8.462129148869253E-4i
8,4590,2700,-1.2060867128630455E-5+6.904012864032913E-4i
8,4600,2700,-9.985482735768245E-6+5.531760883555439E-4i
8,4610,2700,-8.50267796349262E-6+4.291129160516959E-4i
8,4620,2700,-7.446424066286523E-6+3.142382780226697E-4i
8,4630,2700,-6.713621126360452E-6+2.054683043190464E-4i
8,4640,2700,-6.241643331766672E-6+1.0024997360855243E-4i
8,4650,2700,-5.996385871930363E-6-3.6909289996504522E-6i
8,4660,2700,-5.966630889617283E-6-1.0855114706525618E-4i
8,4670,2700,-6.163006909083356E-6-2.166396801817278E-4i
8,4680,2700,-6.621405655173346E-6-3.305916917479604E-4i
8,4690,2700,-7.412310477336657E-6-4.536511174949184E-4i
8,4700,2700,-8.65999152254982E-6-5.900922134084718E-4i
8,4710,2700,-1.0580676752498512E-5-7.459086190668355E-4i
8,4720,2700,-1.3561074759474737E-5-9.30030405788199E-4i
8,4730,2700,-1.8331223188970063E-5-0.0011566466890670856i
8,4740,2700,-2.6383214868882962E-5-0.0014500497628953401i
8,4750,2700,-4.112648147760968E-5-0.001855934981413209i
8,4760,2700,-7.171303325103538E-5-0.002472088797460459i
8,4770,2700,-1.497333379219109E-4-0.0035527495851439576i
8,4780,2700,-4.478081552995395E-4-0.006028373214280051i
8,4790,2700,-0.004355972072668738-0.017804763074067274i
8,4800,2700,-0.003968245269686122+0.016360332525870512i
8,4810,2700,-5.30581810496063E-4+0.0058406606729964426i
8,4820,2700,-2.1119069647190463E-4+0.0034837945899983537i
8,4830,2700,-1.1840770474902884E-4+0.0024370169496623073i
8,4840,2700,-7.87508024170733E-5+0.0018356381584826024i
8,4850,2700,-5.808177613216357E-5+0.0014381031127872737i
8,4860,2700,-4.594695868872909E-5+0.0011504483213520267i
8,4870,2700,-3.8258863590349634E-5+9.284678236724645E-4i
8,4880,2700,-3.314828314773887E-5+7.485642614693955E-4i
8,4890,2700,-2.966409525915606E-5+5.969240948938698E-4i
8,4900,2700,-2.7286564972187126E-5+4.648477669653774E-4i
8,4910,2700,-2.572136095631156E-5+3.4649712697355615E-4i
8,4920,2700,-2.4805578963304748E-5+2.3770370921615835E-4i
8,4930,2700,-2.4465296250486413E-5+1.3527725776710416E-4i
8,4940,2700,-2.4702764194360002E-5+3.655077795851975E-5i
8,4950,2700,-2.5610152090580287E-5-6.099175910229113E-5i
8,4960,2700,-2.7426258828286076E-5-1.6014916427748214E-4i
8,4970,2700,-3.0700562716312756E-5-2.6476168680327633E-4i
8,4980,2700,-3.681519431876289E-5-3.8158099742821263E-4i
8,4990,2700,-5.014074059910759E-5-5.2656889799478E-4i
8,5000,2700,-9.2777807246312E-5-7.573955037314362E-4i
8,5010,2700,-6.35078634190997E-4-0.0015769446667724212i
8,5020,2700,-1.0252971816510846E-4+8.963447205502699E-5i
8,5030,2700,-1.1899221114562025E-5-4.3565095082989875E-4i
8,5040,2700,-8.879680145555086E-6-6.615125629058246E-4i
8,5050,2700,-1.117616012769935E-5-8.426588658930768E-4i
8,5060,2700,-1.4566928653140171E-5-0.0010213632437670666i
8,5070,2700,-1.87645719498201E-5-0.0012152159505762175i
8,5080,2700,-2.4141165225439316E-5-0.0014382086230961188i
8,5090,2700,-3.147145260432898E-5-0.0017072313483958426i
8,5100,2700,-4.2193232073431484E-5-0.002047624711459253i
8,5110,2700,-5.9206081110037586E-5-0.0025027465132041638i
8,5120,2700,-8.916765097566729E-5-0.003156148997668495i
8,5130,2700,-1.5045778907475058E-4-0.004194596889800823i
8,5140,2700,-3.1104795791072855E-4-0.0061410397469835384i
8,5150,2700,-0.0010160143634368045-0.011225018695183131i
8,5160,2700,-0.027870327219310032-0.05265975290929633i
8,5170,2700,-0.002183966901016413+0.016604295406916984i
8,5180,2700,-4.282334750170697E-4+0.007393181556910323i
8,5190,2700,-1.7419493808921662E-4+0.00468524908214682i
8,5200,2700,-9.322908868258132E-5+0.003381135292654561i
8,5210,2700,-5.77609271089051E-5+0.002605617815371356i
8,5220,2700,-3.924787703572823E-5+0.002085316090764662i
8,5230,2700,-2.844932203149864E-5+0.0017072952906633536i
8,5240,2700,-2.1652646962435165E-5+0.001416371373279549i
8,5250,2700,-1.7136265444079884E-5+0.0011823202128714413i
8,5260,2700,-1.4015953966587285E-5+9.871355808252083E-4i
8,5270,2700,-1.1801900091080351E-5+8.193546662889573E-4i
8,5280,2700,-1.0207143568672778E-5+6.712604202524543E-4i
8,5290,2700,-9.056948422908684E-6+5.373862361518373E-4i
8,5300,2700,-8.24294662716601E-6+4.1365958392608796E-4i
8,5310,2700,-7.698901089127883E-6+2.968781192770311E-4i
8,5320,2700,-7.387825301378381E-6+1.8436467706799318E-4i
8,5330,2700,-7.295754436412058E-6+7.371723294195381E-5i
8,5340,2700,-7.430165942183827E-6-3.739787898929548E-5i
8,5350,2700,-7.82268523763653E-6-1.5144834237597633E-4i
8,5360,2700,-8.537202054723286E-6-2.7127281234808325E-4i
8,5370,2700,-9.686687997900272E-6-4.004051786811691E-4i
8,5380,2700,-1.1466255238600971E-5-5.435746196668207E-4i
8,5390,2700,-1.421973506702252E-5-7.075514473141875E-4i
8,5400,2700,-1.8581915858161046E-5-9.026996892360847E-4i
8,5410,2700,-2.5809402139416974E-5-0.001146080808407798i
8,5420,2700,-3.8643625492137424E-5-0.0014683213128077878i
8,5430,2700,-6.39445783714368E-5-0.0019309588138573404i
8,5440,2700,-1.2279081116651225E-4-0.0026792673493659987i
8,5450,2700,-3.066403329827946E-4-0.004158140549547005i
8,5460,2700,-0.0014527143356432104-0.008658469123903606i
8,5470,2700,-0.03527838484888833+0.021271225576763215i
8,5480,2700,-0.0011793556230400614+0.006960369855797657i
8,5490,2700,-3.6761246521559436E-4+0.0036156598352230468i
8,5500,2700,-1.9042333596441935E-4+0.0023617007358878997i
8,5510,2700,-1.2353400043807147E-4+0.0016892802064069818i
8,5520,2700,-9.126399585499582E-5+0.0012573124555288352i
8,5530,2700,-7.35382425516425E-5+9.462776069425381E-4i
8,5540,2700,-6.317370343757731E-5+7.030932947575544E-4i
8,5550,2700,-5.7115631185727265E-5+5.000977763002628E-4i
8,5560,2700,-5.3947606490587925E-5+3.208541396100565E-4i
8,5570,2700,-5.303676722658317E-5+1.542015212131429E-4i
8,5580,2700,-5.422430505068336E-5-8.745946113459934E-6i
8,5590,2700,-5.775944753004742E-5-1.7657156901503001E-4i
8,5600,2700,-6.442318373400799E-5-3.594946260940217E-4i
8,5610,2700,-7.59584366361128E-5-5.722980881887892E-4i
8,5620,2700,-9.628713437431145E-5-8.403566313750919E-4i
8,5630,2700,-1.3537533186819116E-4-0.0012151482030192326i
8,5640,2700,-2.2497169398980548E-4-0.0018247237945914494i
8,5650,2700,-5.186355847314247E-4-0.003106658197523892i
8,5660,2700,-0.003133054010715601-0.00789760310319117i
8,5670,2700,-0.004180765069350239+0.009635772432735917i
8,5680,2700,-4.0608704443789696E-4+0.003391680173996833i
8,5690,2700,-1.2651719137476056E-4+0.00193085200741404i
8,5700,2700,-5.700753571444203E-5+0.00127364814995908i
8,5710,2700,-3.104023173068988E-5+8.835622408615738E-4i
8,5720,2700,-1.913685258550266E-5+6.131241060125403E-4i
8,5730,2700,-1.2999123115213537E-5+4.0536800374523733E-4i
8,5740,2700,-9.619969749305308E-6+2.3333911096478562E-4i
8,5750,2700,-7.722755361570442E-6+8.227495889568744E-5i
8,5760,2700,-6.707778325874061E-6-5.699515272695014E-5i
8,5770,2700,-6.279259463416277E-6-1.9094844708509792E-4i
8,5780,2700,-6.2973250227729194E-6-3.248677660759319E-4i
8,5790,2700,-6.717704064079528E-6-4.63802881040659E-4i
8,5800,2700,-7.5736992485943146E-6-6.134084805360429E-4i
8,5810,2700,-8.98885361107336E-6-7.809736654613808E-4i
8,5820,2700,-1.1230510611007116E-5-9.770773600033514E-4i
8,5830,2700,-1.4849915008458636E-5-0.0012187730054397262i
8,5840,2700,-2.1058511518456746E-5-0.0015366466633472975i
8,5850,2700,-3.289516883310492E-5-0.001993036079655479i
8,5860,2700,-5.98272762996259E-5-0.002739823217978418i
8,5870,2700,-1.4505186014523525E-4-0.0042735945620318815i
8,5880,2700,-7.763262200674551E-4-0.009704748069289467i
8,5890,2700,-0.006468395448948053+0.026307356890959574i
8,5900,2700,-2.7572934993940433E-4+0.005246774531075322i
8,5910,2700,-8.614049990898008E-5+0.002660770707478436i
8,5920,2700,-4.247662025640045E-5+0.0016048622367481964i
8,5930,2700,-2.636859928610653E-5+9.884276371686072E-4i
8,5940,2700,-1.9447441732692612E-5+5.418062390381853E-4i
8,5950,2700,-1.7303970115080004E-5+1.507925744613139E-4i
8,5960,2700,-2.038318008523728E-5-2.7838557501155093E-4i
8,5970,2700,-3.9944325374461765E-5-9.492478537568489E-4i
8,5980,2700,-2.774021457529939E-4-0.003309008197704875i
8,5990,2700,-5.5655859853589E-4+0.004619484131509335i
8,6000,2700,-6.594092664492966E-5+0.0012828212602476715i
8,6010,2700,-3.2007374912729815E-5+5.744551324611311E-4i
8,6020,2700,-2.3559639982378645E-5+1.9761919732312475E-4i
8,6030,2700,-2.1458256238082215E-5-7.919068434589952E-5i
8,6040,2700,-2.2457348350219613E-5-3.220248470250907E-4i
8,6050,2700,-2.6151355568203354E-5-5.622752417612742E-4i
8,6060,2700,-3.344572694882853E-5-8.239726671237867E-4i
8,6070,2700,-4.696053783872069E-5-0.0011358228677464566i
8,6080,2700,-7.332554574627828E-5-0.0015453724421117122i
8,6090,2700,-1.3173252602718795E-4-0.002152810204221057i
8,6100,2700,-2.955403401710592E-4-0.003229965652101546i
8,6110,2700,-0.0010516707567447706-0.0058713898572815785i
8,6120,2700,-0.01795775210556062-0.015005396400674218i
8,6130,2700,-0.002645288435631835+0.007878021129337883i
8,6140,2700,-6.349251999573909E-4+0.0036100334134735435i
8,6150,2700,-3.0143531373210314E-4+0.002182482055919529i
8,6160,2700,-1.8830755391475632E-4+0.001447593088898348i
8,6170,2700,-1.369330498631559E-4+9.774890885931341E-4i
8,6180,2700,-1.1000304387967809E-4+6.325092176131697E-4i
8,6190,2700,-9.5083369750319E-5+3.525557363784329E-4i
8,6200,2700,-8.71789788009393E-5+1.0606935708932572E-4i
8,6210,2700,-8.415359060721185E-5-1.2696169825373958E-4i
8,6220,2700,-8.527301814398383E-5-3.6228007921839886E-4i
8,6230,2700,-9.078302174950701E-5-6.156897407346947E-4i
8,6240,2700,-1.0204441719065001E-4-9.07258218656165E-4i
8,6250,2700,-1.223712308897708E-4-0.0012679603536124412i
8,6260,2700,-1.5962404391608743E-4-0.0017541389075390486i
8,6270,2700,-2.3505122703512143E-4-0.002487046796359821i
8,6280,2700,-4.232195058185109E-4-0.003792908135070711i
8,6290,2700,-0.0011626090472591933-0.006957540586293426i
8,6300,2700,-0.015286465483979663-0.023502448588644965i
8,6310,2700,-0.002898454978050513+0.012858789203795353i
8,6320,2700,-4.7496265337058577E-4+0.0056627071965192595i
8,6330,2700,-1.7305873175506694E-4+0.0036013161582364637i
8,6340,2700,-8.478547642126649E-5+0.0026170015370965065i
8,6350,2700,-4.867983935030112E-5+0.002030586164168455i
8,6360,2700,-3.09480800782426E-5+0.0016343469293097822i
