% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 12 2023, 14:04"
% Table,d1sweep - 
% d1 (cm),freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity"
1,6550,500.00000000000006,-1.1440132752789216E-6-1.219701099353145E-5i
1,6560,500.00000000000006,-1.073665416996547E-6+8.903775834521453E-7i
1,6570,500.00000000000006,-5.22331543915122E-7-3.944082258559499E-6i
1,6580,500.00000000000006,-5.500956804494577E-7-5.6576266149623675E-6i
1,6590,500.00000000000006,-6.601939364809062E-7-7.094872790267612E-6i
1,6600,500.00000000000006,-8.572300425239023E-7-8.711673689601736E-6i
1,6610,500.00000000000006,-1.2156048656462872E-6-1.0838299697396066E-5i
1,6620,500.00000000000006,-1.9537189718245696E-6-1.4028010468974742E-5i
1,6630,500.00000000000006,-3.865007911776577E-6-1.964932341201422E-5i
1,6640,500.00000000000006,-1.1642373618840108E-5-3.222089001760188E-5i
1,6650,500.00000000000006,-8.034991594700769E-5-3.2595478451111895E-5i
1,6660,500.00000000000006,-1.9588278302162236E-5+3.4934989645789E-5i
1,6670,500.00000000000006,-4.893865042252334E-6+1.7270682724317014E-5i
1,6680,500.00000000000006,-2.1743491727953357E-6+9.74038871373586E-6i
1,6690,500.00000000000006,-1.286681195993762E-6+5.300010931169543E-6i
1,6700,500.00000000000006,-9.649027163711535E-7+1.5755357019063466E-6i
1,6710,500.00000000000006,-1.13557164186959E-6-3.6546060005319573E-6i
1,6720,500.00000000000006,-9.363306736772807E-6-2.8060984256078562E-5i
1,6730,500.00000000000006,-3.1058840843837174E-6+2.0237803638094188E-5i
1,6740,500.00000000000006,-8.078775625117593E-7+9.252078178800836E-6i
1,6750,500.00000000000006,-4.933999239817519E-7+5.9733282574504466E-6i
1,6760,500.00000000000006,-3.812072892586223E-7+4.143104670152043E-6i
1,6770,500.00000000000006,-3.3111611458836227E-7+2.7378899947636828E-6i
1,6780,500.00000000000006,-3.4635582800368353E-7+1.0567174589256122E-6i
1,6790,500.00000000000006,-1.289114159809978E-5-1.7309319068091992E-5i
1,6800,500.00000000000006,-3.451902176548553E-7+3.7401598284161106E-6i
1,6810,500.00000000000006,-2.503861864617396E-7+2.2162238416490196E-6i
1,6820,500.00000000000006,-2.2578091812458975E-7+1.4747321585426635E-6i
1,6830,500.00000000000006,-2.1295691520838758E-7+9.477424850933614E-7i
1,6840,500.00000000000006,-2.0460717525952428E-7+5.206211363097982E-7i
1,6850,500.00000000000006,-1.9869138519381057E-7+1.5221197726401393E-7i
1,6860,500.00000000000006,-1.9436764415534236E-7-1.7713967777242388E-7i
1,6870,500.00000000000006,-1.9119986609457166E-7-4.785929149468842E-7i
1,6880,500.00000000000006,-1.8892900930851874E-7-7.59254771477767E-7i
1,6890,500.00000000000006,-1.8738805796201278E-7-1.0240351025385329E-6i
1,6900,500.00000000000006,-1.8646426351472257E-7-1.2765393346991945E-6i
1,6910,500.00000000000006,-1.8608007308621518E-7-1.51954686483135E-6i
1,6920,500.00000000000006,-1.861825817487327E-7-1.7552901003140157E-6i
1,6930,500.00000000000006,-1.8673735169825697E-7-1.9856290389408293E-6i
1,6940,500.00000000000006,-1.8772470439449814E-7-2.212167409481001E-6i
1,6950,500.00000000000006,-1.8913755198447955E-7-2.4363345195437852E-6i
1,6960,500.00000000000006,-1.909802867771024E-7-2.6594463965386707E-6i
1,6970,500.00000000000006,-1.9326848418536923E-7-2.8827544000930575E-6i
1,6980,500.00000000000006,-1.9602931450465298E-7-3.1074866050977352E-6i
1,6990,500.00000000000006,-1.993026563361005E-7-3.3348857099837743E-6i
1,7000,500.00000000000006,-2.0314298782809087E-7-3.5662464477813835E-6i
1,7010,500.00000000000006,-2.0762221999207988E-7-3.80295519847173E-6i
1,7020,500.00000000000006,-2.128337461212815E-7-4.046534607039479E-6i
1,7030,500.00000000000006,-2.1889813344319002E-7-4.298696487816697E-6i
1,7040,500.00000000000006,-2.2597110772856808E-7-4.561407209355417E-6i
1,7050,500.00000000000006,-2.3425482715223277E-7-4.836971265821063E-6i
1,7060,500.00000000000006,-2.440139903962232E-7-5.128141146632627E-6i
1,7070,500.00000000000006,-2.5559922010464347E-7-5.438265433056211E-6i
1,7080,500.00000000000006,-2.6948166848694417E-7-5.771493184256394E-6i
1,7090,500.00000000000006,-2.8630539945933365E-7-6.133062742910041E-6i
1,7100,500.00000000000006,-3.0696877102600814E-7-6.529720064996281E-6i
1,7110,500.00000000000006,-3.327547218178517E-7-6.970341221840743E-6i
1,7120,500.00000000000006,-3.655467042341606E-7-7.466887067371351E-6i
1,7130,500.00000000000006,-4.082013111301472E-7-8.035918562061051E-6i
1,7140,500.00000000000006,-4.652226322397711E-7-8.701100144540545E-6i
1,7150,500.00000000000006,-5.440540809938893E-7-9.497535619293817E-6i
1,7160,500.00000000000006,-6.577304783811302E-7-1.0479717813437524E-5i
1,7170,500.00000000000006,-8.308130891003983E-7-1.1737159349565037E-5i
1,7180,500.00000000000006,-1.1142255206865866E-6-1.342795007815431E-5i
1,7190,500.00000000000006,-1.6282425509040884E-6-1.5859460969492807E-5i
1,7200,500.00000000000006,-2.7159356122404563E-6-1.9713898390445437E-5i
1,7210,500.00000000000006,-5.6973001420843394E-6-2.681386457100342E-5i
1,7220,500.00000000000006,-1.9276645654248985E-5-4.282125772371824E-5i
1,7230,500.00000000000006,-9.357905779388515E-5+1.9457358792518293E-6i
1,7240,500.00000000000006,-1.6487343786108545E-5+2.9715688902189657E-5i
1,7250,500.00000000000006,-4.926557171929787E-6+1.3918172652969666E-5i
1,7260,500.00000000000006,-2.370398336205358E-6+5.9324041891622915E-6i
1,7270,500.00000000000006,-1.7753775001528576E-6-1.8145121159945642E-6i
1,7280,500.00000000000006,-2.8698808329106922E-5+4.896142825950414E-5i
1,7290,500.00000000000006,-1.1689890583194319E-6+7.852554273655934E-6i
1,7300,500.00000000000006,-7.156708431679237E-7+3.6064789853849168E-6i
1,7310,500.00000000000006,-5.572477069647138E-7+1.413027700367145E-6i
1,7320,500.00000000000006,-4.772072222998479E-7-1.9420811496317853E-7i
1,7330,500.00000000000006,-4.3909466750684835E-7-1.6214684795195139E-6i
1,7340,500.00000000000006,-4.397062322763114E-7-3.129481758338497E-6i
1,7350,500.00000000000006,-5.095463552016719E-7-5.104446994611106E-6i
1,7360,500.00000000000006,-8.33589886239545E-7-8.705359592120666E-6i
1,7370,500.00000000000006,-4.3267935446827646E-6-2.2392673802491563E-5i
1,7380,500.00000000000006,-7.3341306532484745E-6+2.5867968239350528E-5i
1,7390,500.00000000000006,-9.211529722929638E-7+6.736635233570756E-6i
1,7400,500.00000000000006,-4.719457357717406E-7+2.8143187745144116E-6i
1,7410,500.00000000000006,-3.487142116603646E-7+9.923122667636902E-7i
1,7420,500.00000000000006,-2.966529322721228E-7-1.3512650369672291E-7i
1,7430,500.00000000000006,-2.6939459149418516E-7-9.44738563351216E-7i
1,7440,500.00000000000006,-2.5329522951074046E-7-1.5811871070177281E-6i
1,7450,500.00000000000006,-2.431338278909271E-7-2.1126861285710656E-6i
1,7460,500.00000000000006,-2.3654596181781153E-7-2.576194622069405E-6i
1,7470,500.00000000000006,-2.3233081487247454E-7-2.993990681955318E-6i
1,7480,500.00000000000006,-2.298314785382445E-7-3.3808238052919385E-6i
1,7490,500.00000000000006,-2.286780280988452E-7-3.7474524456321757E-6i
1,7500,500.00000000000006,-2.2867467469909616E-7-4.102688964979761E-6i
1,7510,500.00000000000006,-2.297567872849176E-7-4.454910425227071E-6i
1,7520,500.00000000000006,-2.3199928710339627E-7-4.81369144732494E-6i
1,7530,500.00000000000006,-2.357018460092552E-7-5.192472789570635E-6i
1,7540,500.00000000000006,-2.4168134599307576E-7-5.614557713863213E-6i
1,7550,500.00000000000006,-2.523711313571279E-7-6.1305541592449895E-6i
1,7560,500.00000000000006,-2.7756990362650896E-7-6.88765965877957E-6i
1,7570,500.00000000000006,-3.961517617518612E-7-8.614030870474575E-6i
1,7580,500.00000000000006,-5.5972321687606835E-5+2.0393890231506317E-6i
1,7590,500.00000000000006,-3.918112473122997E-7-3.4261927557540745E-6i
1,7600,500.00000000000006,-2.94485138192505E-7-5.139078050432707E-6i
1,7610,500.00000000000006,-2.838504821437579E-7-5.919341407334192E-6i
1,7620,500.00000000000006,-2.872361336260279E-7-6.475027762294537E-6i
1,7630,500.00000000000006,-2.959833045472417E-7-6.952223307298673E-6i
1,7640,500.00000000000006,-3.083122239454573E-7-7.403182419965329E-6i
1,7650,500.00000000000006,-3.2405361199042574E-7-7.854559164913568E-6i
1,7660,500.00000000000006,-3.4373759892779156E-7-8.325696189325904E-6i
1,7670,500.00000000000006,-3.6857613864089933E-7-8.83777416798281E-6i
1,7680,500.00000000000006,-4.0139853074191224E-7-9.428870880814585E-6i
1,7690,500.00000000000006,-4.5622437493346427E-7-1.0239521696900935E-5i
1,7700,500.00000000000006,-1.0332640539994569E-5-1.4410944236137991E-5i
1,7710,500.00000000000006,-5.685271733267636E-7-1.0515976786045398E-5i
1,7720,500.00000000000006,-6.355592290226213E-7-1.1624844579645162E-5i
1,7730,500.00000000000006,-7.531756108555994E-7-1.2727113573204703E-5i
1,7740,500.00000000000006,-9.307483089303996E-7-1.4039927799721939E-5i
1,7750,500.00000000000006,-1.2109985722051351E-6-1.5726035957611242E-5i
1,7760,500.00000000000006,-1.6904218865597417E-6-1.8043537056007084E-5i
1,7770,500.00000000000006,-2.6152773646363058E-6-2.1505804181134687E-5i
1,7780,500.00000000000006,-4.770661620911665E-6-2.7320996175315505E-5i
1,7790,500.00000000000006,-1.1784173314325888E-5-3.889052859237297E-5i
1,7800,500.00000000000006,-5.424878824587194E-5-5.833301759131008E-5i
1,7810,500.00000000000006,-5.608172118608654E-5+4.5424201283120445E-5i
1,7820,500.00000000000006,-1.1602373029568869E-5+2.584381938611382E-5i
1,7830,500.00000000000006,-4.5187350416409346E-6+1.3900994376259111E-5i
1,7840,500.00000000000006,-2.4066214087579553E-6+7.934201070644727E-6i
1,7850,500.00000000000006,-1.5228716369645953E-6+4.382021943854764E-6i
1,7860,500.00000000000006,-1.0757337356495146E-6+1.993162220655301E-6i
1,7870,500.00000000000006,-8.208532912359356E-7+2.413063100839574E-7i
1,7880,500.00000000000006,-6.635011335073576E-7-1.1316139526363264E-6i
1,7890,500.00000000000006,-5.60963017786961E-7-2.2682891124838327E-6i
1,7900,500.00000000000006,-4.918520528840169E-7-3.256459934154166E-6i
1,7910,500.00000000000006,-4.446968499776281E-7-4.156583622494185E-6i
1,7920,500.00000000000006,-4.1319891230277806E-7-5.016847177474504E-6i
1,7930,500.00000000000006,-3.942110276427178E-7-5.883982293267755E-6i
1,7940,500.00000000000006,-3.8718494976736787E-7-6.8156546461154724E-6i
1,7950,500.00000000000006,-3.9524725665554087E-7-7.903877212006012E-6i
1,7960,500.00000000000006,-4.310799080364349E-7-9.340525475518559E-6i
1,7970,500.00000000000006,-5.51740609726732E-7-1.1689994163156815E-5i
1,7980,500.00000000000006,-1.3673846636207106E-6-1.8231766158854647E-5i
1,7990,500.00000000000006,-7.763745002306816E-6+1.6045210817079342E-5i
1,8000,500.00000000000006,-1.0313133172499744E-6-7.094785808240498E-6i
1,8010,500.00000000000006,-2.037039552548072E-6-1.6692139779237872E-5i
1,8020,500.00000000000006,-1.0199522402556716E-4-4.923462402139324E-5i
1,8030,500.00000000000006,-2.2869481502693214E-6+1.1020903089150471E-5i
1,8040,500.00000000000006,-7.403073113031572E-7+2.464381419129038E-6i
1,8050,500.00000000000006,-4.672310444389847E-7-6.246513028601518E-7i
1,8060,500.00000000000006,-3.741104449319992E-7-2.3325099708782835E-6i
1,8070,500.00000000000006,-3.325366828294169E-7-3.4787223631524276E-6i
1,8080,500.00000000000006,-3.1144161599363876E-7-4.339474909332241E-6i
1,8090,500.00000000000006,-3.0029238949083424E-7-5.035225164015736E-6i
1,8100,500.00000000000006,-2.947286955670047E-7-5.627593958491449E-6i
1,8110,500.00000000000006,-2.9269695127924296E-7-6.151817202324395E-6i
1,8120,500.00000000000006,-2.9314762552524303E-7-6.629833800894928E-6i
1,8130,500.00000000000006,-2.9552337279881686E-7-7.0763024884151995E-6i
1,8140,500.00000000000006,-2.9953475674447386E-7-7.501657064921233E-6i
1,8150,500.00000000000006,-3.050545762032569E-7-7.913789060686933E-6i
1,8160,500.00000000000006,-3.120666057197203E-7-8.31904445297544E-6i
1,8170,500.00000000000006,-3.2064212142209855E-7-8.722859219849325E-6i
1,8180,500.00000000000006,-3.309326477403687E-7-9.130200357815815E-6i
1,8190,500.00000000000006,-3.431741408288279E-7-9.545905553537556E-6i
1,8200,500.00000000000006,-3.57701413333425E-7-9.974979886960262E-6i
1,8210,500.00000000000006,-3.7497409415517607E-7-1.0422892784693544E-5i
1,8220,500.00000000000006,-3.9561789678493287E-7-1.0895915251244686E-5i
1,8230,500.00000000000006,-4.204883257622815E-7-1.1401544087480166E-5i
1,8240,500.00000000000006,-4.5076935801300445E-7-1.1949078261901165E-5i
1,8250,500.00000000000006,-4.881291759156863E-7-1.2550449615879889E-5i
1,8260,500.00000000000006,-5.349728942034463E-7-1.3221481374579884E-5i
1,8270,500.00000000000006,-5.948675216969649E-7-1.3983889123851208E-5i
1,8280,500.00000000000006,-6.732883591889419E-7-1.4868635670841855E-5i
1,8290,500.00000000000006,-7.790023672400719E-7-1.5921930669409562E-5i
1,8300,500.00000000000006,-9.268141476145212E-7-1.7216917452699843E-5i
1,8310,500.00000000000006,-1.1435539558645802E-6-1.887943994936061E-5i
1,8320,500.00000000000006,-1.4832378385431318E-6-2.115744535075545E-5i
1,8330,500.00000000000006,-2.080036920556417E-6-2.469308553919747E-5i
1,8340,500.00000000000006,-3.774066968483087E-6-3.3273266941680665E-5i
1,8350,500.00000000000006,-6.214155323983071E-6-2.2742243267847584E-5i
1,8360,500.00000000000006,-1.1402399063496314E-5-3.950329053221704E-5i
1,8370,500.00000000000006,-4.029578741411991E-5-6.175501760998794E-5i
1,8380,500.00000000000006,-1.0268606688793138E-4+2.8841677712047123E-5i
1,8390,500.00000000000006,-2.13718289969914E-5+3.665642884958375E-5i
1,8400,500.00000000000006,-7.354287751847665E-6+1.943231872633669E-5i
1,8410,500.00000000000006,-3.6568959061718256E-6+1.0932041001861225E-5i
1,8420,500.00000000000006,-2.212844819883869E-6+6.0444386057709485E-6i
1,8430,500.00000000000006,-1.5119920247526933E-6+2.8552773180214775E-6i
1,8440,500.00000000000006,-1.122939992291088E-6+5.811097534365368E-7i
1,8450,500.00000000000006,-8.866586639046331E-7-1.1508132216186683E-6i
1,8460,500.00000000000006,-7.33857203981897E-7-2.5404665675837506E-6i
1,8470,500.00000000000006,-6.30622389189515E-7-3.706716291864889E-6i
1,8480,500.00000000000006,-5.58989790591865E-7-4.72857943404935E-6i
1,8490,500.00000000000006,-5.091843165845894E-7-5.668712902144988E-6i
1,8500,500.00000000000006,-4.769210007724632E-7-6.5972113936996495E-6i
1,8510,500.00000000000006,-4.667954416756049E-7-7.655640975426155E-6i
1,8520,500.00000000000006,-5.560968799406371E-7-9.522946479691196E-6i
1,8530,500.00000000000006,-4.809868010679287E-6+4.661564269345224E-6i
1,8540,500.00000000000006,-4.540002341898585E-7-6.750982384635367E-6i
1,8550,500.00000000000006,-3.98695163393027E-7-8.159977870581946E-6i
1,8560,500.00000000000006,-3.8731189667295575E-7-9.070282501197426E-6i
1,8570,500.00000000000006,-3.8670172685480654E-7-9.86858985488107E-6i
1,8580,500.00000000000006,-3.9300281287504647E-7-1.065858246318329E-5i
1,8590,500.00000000000006,-4.0666932431091695E-7-1.1499452577866816E-5i
1,8600,500.00000000000006,-4.3062093234418455E-7-1.24515300899979E-5i
1,8610,500.00000000000006,-4.717944344699399E-7-1.3603570977230133E-5i
1,8620,500.00000000000006,-5.471442523825407E-7-1.511918870301926E-5i
1,8630,500.00000000000006,-7.063101368923588E-7-1.7366870680581353E-5i
1,8640,500.00000000000006,-1.1533698892295501E-6-2.1438751823665573E-5i
1,8650,500.00000000000006,-3.6691101490910387E-6-3.2876059244812616E-5i
1,8660,500.00000000000006,-8.449425295117066E-5+5.1279206293467716E-5i
1,8670,500.00000000000006,-2.6907308402390848E-6-1.2386577338653009E-6i
1,8680,500.00000000000006,-6.662214988458492E-6-2.7910162217928945E-5i
1,8690,500.00000000000006,-2.4812234927920365E-6+1.0430536943385108E-5i
1,8700,500.00000000000006,-7.36502936793246E-7-7.751216050814747E-7i
1,8710,500.00000000000006,-5.220762381444848E-7-4.2976091736350234E-6i
1,8720,500.00000000000006,-4.563144090388683E-7-6.270103126243492E-6i
1,8730,500.00000000000006,-4.3201934001499843E-7-7.63734685089049E-6i
1,8740,500.00000000000006,-4.252339065756815E-7-8.702393705571668E-6i
1,8750,500.00000000000006,-4.2804102254117244E-7-9.597584868327946E-6i
1,8760,500.00000000000006,-4.373321126513016E-7-1.0392275051217596E-5i
1,8770,500.00000000000006,-4.5188877150298573E-7-1.1127936145276873E-5i
1,8780,500.00000000000006,-4.7142488248856225E-7-1.1832329927075517E-5i
1,8790,500.00000000000006,-4.962438189292934E-7-1.2526194486633746E-5i
1,8800,500.00000000000006,-5.271417112262997E-7-1.3226871201632254E-5i
1,8810,500.00000000000006,-5.654450003481512E-7-1.3950609304622246E-5i
1,8820,500.00000000000006,-6.131604263774469E-7-1.4714357212179255E-5i
1,8830,500.00000000000006,-6.732653031151289E-7-1.5537520103669097E-5i
1,8840,500.00000000000006,-7.502191014816761E-7-1.644409247625573E-5i
1,8850,500.00000000000006,-8.508680189510066E-7-1.7465679689301498E-5i
1,8860,500.00000000000006,-9.861024607873745E-7-1.8646249625546176E-5i
1,8870,500.00000000000006,-1.1740602441721157E-6-2.005020463713799E-5i
1,8880,500.00000000000006,-1.4467567317373817E-6-2.177707759255408E-5i
1,8890,500.00000000000006,-1.8650527554251199E-6-2.3990328841410325E-5i
1,8900,500.00000000000006,-2.556439447426411E-6-2.697883367355326E-5i
1,8910,500.00000000000006,-3.825717917419279E-6-3.1302616280096934E-5i
1,8920,500.00000000000006,-6.554121417326511E-6-3.818340164627933E-5i
1,8930,500.00000000000006,-1.4159059378517505E-5-5.064063689278758E-5i
1,8940,500.00000000000006,-4.750498254202929E-5-7.308344520613248E-5i
1,8950,500.00000000000006,-1.2058692020509072E-4+2.1647152551779102E-5i
1,8960,500.00000000000006,-2.8558211892698693E-5+4.208963135137254E-5i
1,8970,500.00000000000006,-9.85192301707195E-6+2.2248121986913366E-5i
1,8980,500.00000000000006,-4.870165209197417E-6+1.2052577668593386E-5i
1,8990,500.00000000000006,-2.9287703803578023E-6+6.153292689426142E-6i
1,9000,500.00000000000006,-1.9897477635684933E-6+2.2922471201084783E-6i
1,9010,500.00000000000006,-1.470554863508928E-6-4.755009270215617E-7i
1,9020,500.00000000000006,-1.15698616363725E-6-2.6051553705293174E-6i
1,9030,500.00000000000006,-9.562044333803643E-7-4.3467836291286705E-6i
1,9040,500.00000000000006,-8.234708671344703E-7-5.859236693726511E-6i
1,9050,500.00000000000006,-7.365584337167315E-7-7.268736216100908E-6i
1,9060,500.00000000000006,-6.875187486293397E-7-8.722794624924375E-6i
1,9070,500.00000000000006,-6.896611357803562E-7-1.0516455319508489E-5i
1,9080,500.00000000000006,-8.74447593866591E-7-1.3770581458642469E-5i
1,9090,500.00000000000006,-8.955717908833877E-6-3.7283458830932465E-5i
1,9100,500.00000000000006,-1.1077887060931972E-6-9.537523657657588E-7i
1,9110,500.00000000000006,-5.689696903119991E-7-6.415287809879743E-6i
1,9120,500.00000000000006,-4.900878238485011E-7-8.382272865592916E-6i
1,9130,500.00000000000006,-4.628641179197176E-7-9.610482300967165E-6i
1,9140,500.00000000000006,-4.5074728028898034E-7-1.0560697723673346E-5i
1,9150,500.00000000000006,-4.457552469985468E-7-1.1380094851527636E-5i
1,9160,500.00000000000006,-4.453639841730319E-7-1.2133535629336468E-5i
1,9170,500.00000000000006,-4.4867209530557977E-7-1.2857046214667405E-5i
1,9180,500.00000000000006,-4.5546907231539045E-7-1.3575257720128117E-5i
1,9190,500.00000000000006,-4.659882189100191E-7-1.4308820303571203E-5i
1,9200,500.00000000000006,-4.80905552750887E-7-1.5078707278596817E-5i
1,9210,500.00000000000006,-5.015128751556927E-7-1.5910003423389456E-5i
1,9220,500.00000000000006,-5.301470546342909E-7-1.683691372419523E-5i
1,9230,500.00000000000006,-5.711705698040852E-7-1.7911451791500145E-5i
1,9240,500.00000000000006,-6.333812635363716E-7-1.922132629778542E-5i
1,9250,500.00000000000006,-7.36798047289271E-7-2.0932629587346438E-5i
1,9260,500.00000000000006,-9.360703732037917E-7-2.341152378772426E-5i
1,9270,500.00000000000006,-1.4316959535392286E-6-2.7674416028745755E-5i
1,9280,500.00000000000006,-3.5396606836172142E-6-3.8033180918352436E-5i
1,9290,500.00000000000006,-7.709184228659739E-5-9.90913407553198E-5i
1,9300,500.00000000000006,-5.5538621597714445E-6+1.0724566918231172E-5i
1,9310,500.00000000000006,-1.5992905588901373E-6-6.412225948199452E-6i
1,9320,500.00000000000006,-1.2424627059158644E-6-1.4179449992692998E-5i
1,9330,500.00000000000006,-6.367283386418633E-5+1.1016208231698946E-5i
1,9340,500.00000000000006,-1.0135072303019368E-6-1.2920090838918412E-5i
1,9350,500.00000000000006,-1.1027114947234032E-6-1.871154492480828E-5i
1,9360,500.00000000000006,-2.2676530144250813E-6-2.803247998440056E-5i
1,9370,500.00000000000006,-1.2280919204117355E-4+4.950175376318933E-5i
1,9380,500.00000000000006,-1.7060738658586396E-6-2.7578286849393214E-6i
1,9390,500.00000000000006,-1.0033168939949128E-6-1.0516569119042165E-5i
1,9400,500.00000000000006,-9.521150305893946E-7-1.4061294544687156E-5i
1,9410,500.00000000000006,-1.026251164463907E-6-1.665128889663883E-5i
1,9420,500.00000000000006,-1.2297633304597128E-6-1.939526758297834E-5i
1,9430,500.00000000000006,-1.8220817902588936E-6-1.712011331088354E-5i
1,9440,500.00000000000006,-1.5731053024822648E-6-2.174281890596985E-5i
1,9450,500.00000000000006,-1.948680205513611E-6-2.4541340936974657E-5i
1,9460,500.00000000000006,-2.552034793697668E-6-2.773636469294134E-5i
1,9470,500.00000000000006,-3.5722737770295104E-6-3.1870418183233326E-5i
1,9480,500.00000000000006,-5.4965430691843975E-6-3.776268886885551E-5i
1,9490,500.00000000000006,-9.799329323541955E-6-4.7137650776072265E-5i
1,9500,500.00000000000006,-2.2557173871158364E-5-6.399961685745613E-5i
1,9510,500.00000000000006,-8.060478293672152E-5-8.45327061156817E-5i
1,9520,500.00000000000006,-1.1039587907593916E-4+5.064122650281236E-5i
1,9530,500.00000000000006,-2.79221089771882E-5+4.458296899979568E-5i
1,9540,500.00000000000006,-1.0800693673720271E-5+2.4765731269625645E-5i
1,9550,500.00000000000006,-5.633815839687384E-6+1.4082020488075952E-5i
1,9560,500.00000000000006,-3.4849730205193308E-6+7.660534008179796E-6i
1,9570,500.00000000000006,-2.4044143849084038E-6+3.3713152758182002E-6i
1,9580,500.00000000000006,-1.7907383635630507E-6+2.756451997755957E-7i
1,9590,500.00000000000006,-1.4118769830377127E-6-2.0910744338384424E-6i
1,9600,500.00000000000006,-1.1635305408297278E-6-3.982630680670764E-6i
1,9610,500.00000000000006,-9.933720892846784E-7-5.548885526539859E-6i
1,9620,500.00000000000006,-8.728787787909289E-7-6.88401107347833E-6i
1,9630,500.00000000000006,-7.854655887106087E-7-8.050284555662957E-6i
1,9640,500.00000000000006,-7.209799244591541E-7-9.090719532680682E-6i
1,9650,500.00000000000006,-6.729439404017955E-7-1.0036194269643394E-5i
1,9660,500.00000000000006,-6.370846745999315E-7-1.090969284993062E-5i
1,9670,500.00000000000006,-6.105096938602311E-7-1.172895328683199E-5i
1,9680,500.00000000000006,-5.912252776136809E-7-1.250820337746532E-5i
1,9690,500.00000000000006,-5.778458361236827E-7-1.3259364538346167E-5i
1,9700,500.00000000000006,-5.694155722668191E-7-1.3992952074673423E-5i
1,9710,500.00000000000006,-5.653001234023763E-7-1.4718825754123835E-5i
1,9720,500.00000000000006,-5.651261830129559E-7-1.5446917109922897E-5i
1,9730,500.00000000000006,-5.687602491704794E-7-1.6188072600422918E-5i
1,9740,500.00000000000006,-5.763297050744806E-7-1.6955219277417878E-5i
1,9750,500.00000000000006,-5.883075683753133E-7-1.7765235644860175E-5i
1,9760,500.00000000000006,-6.05722500961058E-7-1.8642350860992765E-5i
1,9770,500.00000000000006,-6.306683367398946E-7-1.9625079615306514E-5i
1,9780,500.00000000000006,-6.676661604224605E-7-2.078230697366659E-5i
1,9790,500.00000000000006,-7.280100843117468E-7-2.2257268292624293E-5i
1,9800,500.00000000000006,-8.481845646169112E-7-2.4420353623528744E-5i
1,9810,500.00000000000006,-1.2203436930116304E-6-2.8670440198668703E-5i
1,9820,500.00000000000006,-6.341989697671644E-6-4.962151188758057E-5i
1,9830,500.00000000000006,-2.594723569635508E-6-2.963860567278244E-6i
1,9840,500.00000000000006,-9.34055309883147E-7-1.5884544330129323E-5i
1,9850,500.00000000000006,-8.49706379916859E-7-1.9897743976612964E-5i
1,9860,500.00000000000006,-9.01900948463844E-7-2.2608816738094478E-5i
1,9870,500.00000000000006,-1.0198970453921588E-6-2.516519416569946E-5i
1,9880,500.00000000000006,-1.22966164904444E-6-2.8133915827188462E-5i
1,9890,500.00000000000006,-1.6477349344769615E-6-3.227692394371001E-5i
1,9900,500.00000000000006,-2.7607820951808143E-6-3.960338631007477E-5i
1,9910,500.00000000000006,-8.637597973739239E-6-5.993552930692075E-5i
1,9920,500.00000000000006,-1.7053230961443282E-4+6.53221028529488E-5i
1,9930,500.00000000000006,-5.3172901727284215E-6+8.814087116058518E-6i
1,9940,500.00000000000006,-2.0088717789733123E-6-7.77443738054415E-6i
1,9950,500.00000000000006,-1.4606800418877724E-6-1.462939909269823E-5i
1,9960,500.00000000000006,-1.3687523851072321E-6-1.893952099660747E-5i
1,9970,500.00000000000006,-1.436692160533256E-6-2.2355747558927554E-5i
1,9980,500.00000000000006,-1.6053680155714936E-6-2.551867698197348E-5i
1,9990,500.00000000000006,-1.8779814476180628E-6-2.881042088291942E-5i
1,10000,500.00000000000006,-2.2974281923759734E-6-3.259451987930426E-5i
3,10,1100,-1.0657839458262448E-5-1.9515077240714942E-4i
3,20,1100,-1.5086468314023663E-5-3.89966986812001E-4i
3,30,1100,-1.9102068078939585E-5-5.947499061832119E-4i
3,40,1100,-2.335602677167056E-5-8.165992868626704E-4i
3,50,1100,-2.8309377316630908E-5-0.0010641829432896717i
3,60,1100,-3.449139913587392E-5-0.0013491837514101766i
3,70,1100,-4.267436552386783E-5-0.001688473818891744i
3,80,1100,-5.414717098202123E-5-0.0021080320468574274i
3,90,1100,-7.129564548747428E-5-0.002650726675864669i
3,100,1100,-9.90461362358067E-5-0.003393440482107877i
3,110,1100,-1.490961833366992E-4-0.0044900223648395i
3,120,1100,-2.554433733613122E-4-0.0063008507104954994i
3,130,1100,-5.561304024713869E-4-0.009915435760986005i
3,140,1100,-0.0021939756052984974-0.020855154604706508i
3,150,1100,-0.19180649053909815+0.07983692850244216i
3,160,1100,-0.0017149674684836546+0.02068656135006081i
3,170,1100,-4.261522275228961E-4+0.010898900014326912i
3,180,1100,-1.8264263971487038E-4+0.007509448648897482i
3,190,1100,-9.829417533638502E-5+0.0057861711587901404i
3,200,1100,-5.996997535393986E-5+0.004739613134868099i
3,210,1100,-3.961026799528575E-5+0.00403442207360199i
3,220,1100,-2.7630869808619476E-5+0.0035255518415825667i
3,230,1100,-2.0055529526922666E-5+0.0031400393065961953i
3,240,1100,-1.5001414809528685E-5+0.0028371669319568176i
3,250,1100,-1.1486884993949599E-5+0.0025924149880962636i
