% Model,hl2.mph
% Version,COMSOL 6.1.0.357
% Date,"Nov 24 2023, 13:15"
% Table,Accumulated Probe Table 5 - 
% d1 (m),m,freq (Hz),"Total acoustic pressure (Pa), Pressure","Total acoustic velocity, z-component (m^3/s), Velocity","Total acoustic pressure (Pa), Pressure 1","Total acoustic velocity, z-component (m^3/s), Velocity 1","10*log10(acpr.p_t/acpr.v_tz), Impedance Probe 5"
0.03,0,2210,0,0,13000.000000000002,-1.1881489865929765E-8+0.001241215462198684i,27.556864834458096-6.821923360899131i
0.03,0,2220,0,0,13000.000000000002,-1.1943980387703993E-8+0.0012155016761531093i,27.647832585681577-6.821924464974045i
0.03,0,2230,0,0,13000.000000000002,-1.2020277031851685E-8+0.0011897473664199054i,27.74089548115287-6.8219256687528755i
0.03,0,2240,0,0,13000.000000000002,-1.211110119507429E-8+0.0011639165085001917i,27.83628306801887-6.821926983082956i
0.03,0,2250,0,0,13000.000000000002,-1.2217313272754155E-8+0.0011379718595983768i,27.934248427852342-6.82192842058244i
0.03,0,2260,0,0,13000.000000000002,-1.2339928083505652E-8+0.001111874630449547i,28.03507218556954-6.8219299959784925i
0.03,0,2270,0,0,13000.000000000002,-1.2480133638615082E-8+0.0010855841276431227i,28.13906727924194-6.821931726526938i
0.03,0,2280,0,0,13000.000000000002,-1.26393138677561E-8+0.0010590573589476801i,28.24658467841817-6.821933632536482i
0.03,0,2290,0,0,13000.000000000002,-1.2819076064833622E-8+0.0010322485928993983i,28.358020292485982-6.821935738028337i
0.03,0,2300,0,0,13000.000000000002,-1.3021284016343698E-8+0.0010051088623253457i,28.473823383083314-6.821938071572993i
0.03,0,2310,0,0,13000.000000000002,-1.3248098027667913E-8+9.775853994564018E-4i,28.59450689298808-6.821940667361001i
0.03,0,2320,0,0,13000.000000000002,-1.3502023393913608E-8+9.49620987718829E-4i,28.720660239180724-6.821943566586604i
0.03,0,2330,0,0,13000.000000000002,-1.3785969221798375E-8+9.211532120294093E-4i,28.852965306018266-6.821946819254196i
0.03,0,2340,0,0,13000.000000000002,-1.4103320172940236E-8+8.921135852658485E-4i,28.992216640027987-6.821950486564748i
0.03,0,2350,0,0,13000.000000000002,-1.4458024241990655E-8+8.624265232380794E-4i,29.13934722839686-6.821954644107979i
0.03,0,2360,0,0,13000.000000000002,-1.4854700767297612E-8+8.32008133618498E-4i,29.295461797496262-6.821959386193041i
0.03,0,2370,0,0,13000.000000000002,-1.529877402238221E-8+8.007647753854977E-4i,29.461880390123035-6.821964831815353i
0.03,0,2380,0,0,13000.000000000002,-1.5796639439854012E-8+7.685913336663238E-4i,29.640196225563717-6.8219711330211865i
0.03,0,2390,0,0,13000.000000000002,-1.6355871898049132E-8+7.353691395857973E-4i,29.832353775305208-6.821978486863981i
0.03,0,2400,0,0,13000.000000000002,-1.6985488340704163E-8+7.009634443804446E-4i,30.040756052152123-6.821987152872047i
0.03,0,2410,0,0,13000.000000000002,-1.7696281582709333E-8+6.652203298021074E-4i,30.268415122400917-6.82199747921435i
0.03,0,2420,0,0,13000.000000000002,-1.850124853902176E-8+6.279629001101712E-4i,30.51916831856473-6.822009943040067i
0.03,0,2430,0,0,13000.000000000002,-1.941614325070889E-8+5.889865505872566E-4i,30.79799748860119-6.822025214769804i
0.03,0,2440,0,0,13000.000000000002,-2.0460199483038117E-8+5.480530381640337E-4i,31.111515853371444-6.8220442646762045i
0.03,0,2450,0,0,13000.000000000002,-2.165708369738099E-8+5.048829825475539E-4i,31.468739620217256-6.822068548052059i
0.03,0,2460,0,0,13000.000000000002,-2.3036166550932853E-8+4.5914628869692337E-4i,31.88236947741405-6.82210034584464i
0.03,0,2470,0,0,13000.000000000002,-2.4634240048077853E-8+4.104497837325051E-4i,32.37104633282359-6.82214343758533i
0.03,0,2480,0,0,13000.000000000002,-2.6497867927352827E-8+3.583210728372427E-4i,32.96362882678344-6.822204558423842i
0.03,0,2490,0,0,13000.000000000002,-2.8686650225626603E-8+3.0218719047753396E-4i,33.70815048068491-6.822296966925071i
0.03,0,2500,0,0,13000.000000000002,-3.127783098966981E-8+2.4134597605100064E-4i,34.693396501021276-6.822450861549458i
0.03,0,2510,0,0,13000.000000000002,-3.437291871472868E-8+1.7492710480643012E-4i,36.11353309438533-6.822753635724104i
0.03,0,2520,0,0,13000.000000000002,-3.8107388331388965E-8+1.018381305698961E-4i,38.562195054235026-6.823627197197193i
0.03,0,2530,0,0,13000.000000000002,-4.26652166524694E-8+2.068835169037845E-5i,46.006677346436-3.166344666849819i
0.03,0,2540,0,0,13000.000000000002,-4.830120690315056E-8-7.032091823816209E-5i,40.22380139766576+6.825153942440532i
0.03,0,2550,0,0,13000.000000000002,-5.5376255537716577E-8-1.7355834564713766E-4i,36.1290445014258+6.823288386775632i
0.03,0,2560,0,0,13000.000000000002,-6.441488757513963E-8-2.9220839020046576E-4i,33.84581375161721+6.82284401077113i
0.03,0,2570,0,0,13000.000000000002,-7.620267870797738E-8-4.3065631045167475E-4i,32.1556848517467+6.822651909837235i
0.03,0,2580,0,0,13000.000000000002,-9.195854677468967E-8-5.951139028215948E-4i,30.748854691427127+6.822553542359971i
0.03,0,2590,0,0,13000.000000000002,-1.1365556832853191E-7-7.946820192995341E-4i,29.492012993435324+6.8225032048760195i
0.03,0,2600,0,0,13000.000000000002,-1.4465667170999452E-7-0.0010432523912835365i,28.309650159052268+6.82248409439408i
0.03,0,2610,0,0,13000.000000000002,-1.9107449861070537E-7-0.001363139521612535i,27.147972807423805+6.822490581195426i
0.03,0,2620,0,0,13000.000000000002,-2.6497646083868544E-7-0.0017926069157869996i,25.958474711435215+6.822523734115997i
0.03,0,2630,0,0,13000.000000000002,-3.929634231877173E-7-0.002403219444904436i,24.685402591781884+6.8225918906050005i
0.03,0,2640,0,0,13000.000000000002,-6.435422911179819E-7-0.0033461513820914023i,23.247926200431387+6.822716987466145i
0.03,0,2650,0,0,13000.000000000002,-1.2407083164005281E-6-0.0050055386769580846i,21.4989374482707+6.822958204265837i
0.03,0,2660,0,0,13000.000000000002,-3.3056142364498085E-6-0.00872847394277943i,19.08413598385279+6.823526470306186i
0.03,0,2670,0,0,13000.000000000002,-2.393525462155516E-5-0.02490839205102035i,14.530139474768689+6.826054995159795i
0.03,0,2680,0,0,13000.000000000002,-5.251049858934723E-5+0.03887455529468565i,12.597021470364405-6.8277481215158025i
0.03,0,2690,0,0,13000.000000000002,-4.410506108640854E-6+0.01180361960817538i,17.773609644857565-6.823504587506491i
0.03,0,2700,0,0,13000.000000000002,-1.5274103398684E-6+0.007240135367374376i,19.896377249153005-6.822798022098658i
0.03,0,2710,0,0,13000.000000000002,-7.748389166614628E-7+0.005350050061483105i,21.21034743368521-6.8225107971677685i
0.03,0,2720,0,0,13000.000000000002,-4.7166036480939686E-7+0.004312404002814365i,22.14681256079496-6.822356816280019i
0.03,0,2730,0,0,13000.000000000002,-3.1971891935668134E-7+0.0036540053692570794i,22.866395506399535-6.82226181540441i
0.03,0,2740,0,0,13000.000000000002,-2.3274435992721236E-7+0.003197203718783749i,23.44646392659218-6.822197965501315i
0.03,0,2750,0,0,13000.000000000002,-1.7828004959045616E-7+0.0028603174750861894i,23.930103810862537-6.822152505974502i
0.03,0,2760,0,0,13000.000000000002,-1.4188941486467723E-7+0.002600539216532752i,24.343690966306976-6.822118773525704i
0.03,0,2770,0,0,13000.000000000002,-1.1635296826461337E-7+0.0023932674897940644i,24.70449130634889-6.822092956101321i
0.03,0,2780,0,0,13000.000000000002,-9.773232717714944E-8+0.0022233575738246085i,25.0243893134811-6.822072719742366i
0.03,0,2790,0,0,13000.000000000002,-8.372949024650766E-8+0.0020809753394657i,25.31189213007264-6.82205655851185i
0.03,0,2800,0,0,13000.000000000002,-7.292965111054125E-8+0.0019594565964594166i,25.573284503426898-6.8220434593019625i
0.03,0,2810,0,0,13000.000000000002,-6.442269673587228E-8+0.0018541246258602555i,25.813332019205824-6.822032716985066i
0.03,0,2820,0,0,13000.000000000002,-5.760138457099538E-8+0.0017616002540556714i,26.035728838263307-6.822023826780013i
0.03,0,2830,0,0,13000.000000000002,-5.204783193901026E-8+0.0016793806489656953i,26.243393508559777-6.82201641870049i
0.03,0,2840,0,0,13000.000000000002,-4.7466745850738014E-8+0.0016055721701388756i,26.43867060246509-6.822010216097295i
0.03,0,2850,0,0,13000.000000000002,-4.3644614403370656E-8+0.001538715312266049i,26.62347188997188-6.822005008582554i
0.03,0,2860,0,0,13000.000000000002,-4.0423926952201724E-8+0.0014776667145504209i,26.799377506486383-6.822000633850848i
0.03,0,2870,0,0,13000.000000000002,-3.768641150210013E-8+0.001421517649451819i,26.967709954397026-6.821996965177621i
0.03,0,2880,0,0,13000.000000000002,-3.534185477800709E-8+0.0013695364756741858i,27.129589234556583-6.821993902640238i
0.03,0,2890,0,0,13000.000000000002,-3.332047558196047E-8+0.001321127217843929i,27.28597460773948-6.821991366839843i
0.03,0,2900,0,0,13000.000000000002,-3.156761624724813E-8+0.0012757992338436068i,27.437696716873592-6.821989294340059i
0.03,0,2910,0,0,13000.000000000002,-3.0039980078478804E-8+0.00123314465315656i,27.585482653249027-6.821987634307929i
0.03,0,2920,0,0,13000.000000000002,-2.8702920581318543E-8+0.001192821356750942i,27.729975789208247-6.821986346012402i
0.03,0,2930,0,0,13000.000000000002,-2.752845930142617E-8+0.001154539971046656i,27.87175168565494-6.821985396945232i
0.03,0,2940,0,0,13000.000000000002,-2.649381668734505E-8+0.0011180538112489286i,28.011331029103335-6.821984761401342i
0.03,0,2950,0,0,13000.000000000002,-2.5580309788122362E-8+0.001083151020058977i,28.149190306286574-6.821984419404685i
0.03,0,2960,0,0,13000.000000000002,-2.477251575941496E-8+0.0010496483600794502i,28.28577074978506-6.821984355898389i
0.03,0,2970,0,0,13000.000000000002,-2.4057630569859528E-8+0.0010173862655104083i,28.421485963649005-6.821984560141785i
0.03,0,2980,0,0,13000.000000000002,-2.342497271806107E-8+9.862248624182245E-4i,28.55672854850417-6.821985025273196i
0.03,0,2990,0,0,13000.000000000002,-2.2865595901899567E-8+9.560407408212268E-4i,28.691875981279292-6.821985748009789i
0.03,0,3000,0,0,13000.000000000002,-2.2371984405137376E-8+9.267243152296459E-4i,28.82729595883484-6.821986728464818i
0.03,0,3010,0,0,13000.000000000002,-2.1937811925562524E-8+8.981776492803588E-4i,28.963351382777788-6.821987970070012i
0.03,0,3020,0,0,13000.000000000002,-2.1557749521178472E-8+8.703126488766361E-4i,29.100405141714013-6.821989479596713i
0.03,0,3030,0,0,13000.000000000002,-2.1227311958064476E-8+8.430495496891014E-4i,29.23882483508656-6.821991267274931i
0.03,0,3040,0,0,13000.000000000002,-2.094273436815966E-8+8.163156409852853E-4i,29.378987578590543-6.821993347014653i
0.03,0,3050,0,0,13000.000000000002,-2.070087328399605E-8+7.900441799567906E-4i,29.521285034538376-6.821995736740373i
0.03,0,3060,0,0,13000.000000000002,-2.049912576549454E-8+7.64173460033548E-4i,29.666128821642403-6.821998458846275i
0.03,0,3070,0,0,13000.000000000002,-2.0335367754373443E-8+7.386460038496712E-4i,29.813956478354484-6.822001540821686i
0.03,0,3080,0,0,13000.000000000002,-2.020790099480583E-8+7.134078569497056E-4i,29.96523818465542-6.822005016036604i
0.03,0,3090,0,0,13000.000000000002,-2.0115414264705725E-8+6.884079627063078E-4i,30.12048448997611-6.822008924776386i
0.03,0,3100,0,0,13000.000000000002,-2.0056952581670538E-8+6.635976021159576E-4i,30.280255356285867-6.822013315562392i
0.03,0,3110,0,0,13000.000000000002,-2.0031894741649693E-8+6.389298847271095E-4i,30.445170909429475-6.822018246853551i
0.03,0,3120,0,0,13000.000000000002,-2.003993807462723E-8+6.143592788822395E-4i,30.61592440879596-6.822023789246969i
0.03,0,3130,0,0,13000.000000000002,-2.0081089817925492E-8+5.89841170908415E-4i,30.79329810855447-6.822030028344351i
0.03,0,3140,0,0,13000.000000000002,-2.015566473689414E-8+5.653314439415347E-4i,30.978182913565046-6.822037068520221i
0.03,0,3150,0,0,13000.000000000002,-2.026428885074936E-8+5.407860677753899E-4i,31.171603061086945-6.8220450379305095i
0.03,0,3160,0,0,13000.000000000002,-2.0407909326366808E-8+5.161606915261345E-4i,31.374747534607085-6.822054095255592i
0.03,0,3170,0,0,13000.000000000002,-2.0587810816170585E-8+4.914102310164354E-4i,31.58901061663169-6.822064438912352i
0.03,0,3180,0,0,13000.000000000002,-2.080563873794678E-8+4.664884426241328E-4i,31.816045040496558-6.822076319850414i
0.03,0,3190,0,0,13000.000000000002,-2.106343024165075E-8+4.413474748892404E-4i,32.05783282054797-6.822090059665978i
0.03,0,3200,0,0,13000.000000000002,-2.1363653892640136E-8+4.159373884168414E-4i,32.316781393120024-6.8221060768004955i
0.03,0,3210,0,0,13000.000000000002,-2.1709259439655336E-8+3.902056335071625E-4i,32.59585684310327-6.822124925378014i
0.03,0,3220,0,0,13000.000000000002,-2.2103739446955318E-8+3.640964734268081E-4i,32.89877293604634-6.822147354440872i
0.03,0,3230,0,0,13000.000000000002,-2.2551205087644505E-8+3.375503392196496E-4i,33.230266770472014-6.822174401352269i
0.03,0,3240,0,0,13000.000000000002,-2.3056479038284836E-8+3.1050309933575236E-4i,33.59651388533941-6.8222075449901745i
0.03,0,3250,0,0,13000.000000000002,-2.362520925381552E-8+2.8288522395006593E-4i,34.00577792966472-6.82224896922699i
0.03,0,3260,0,0,13000.000000000002,-2.4264008474383896E-8+2.546208194557623E-4i,34.46947654607566-6.822302043418409i
0.03,0,3270,0,0,13000.000000000002,-2.498062572755936E-8+2.2562650294420916E-4i,35.00403713705926-6.822372266315998i
0.03,0,3280,0,0,13000.000000000002,-2.5784157961330857E-8+1.9581007911972836E-4i,35.63438896486846-6.822469312420499i
0.03,0,3290,0,0,13000.000000000002,-2.66853124291842E-8+1.6506897250680183E-4i,36.401280141444204-6.822612129256542i
0.03,0,3300,0,0,13000.000000000002,-2.7696733826906505E-8+1.332883552084494E-4i,37.379317890200966-6.822844707768959i
0.03,0,3310,0,0,13000.000000000002,-2.883341476475971E-8+1.0033889381321015E-4i,38.73667013128112-6.823310167758288i
0.03,0,3320,0,0,13000.000000000002,-3.0113214590935945E-8+6.60740167953629E-5i,41.291848870755274-6.578363535676317i
0.03,0,3330,0,0,13000.000000000002,-3.155752025691826E-8+3.0326573734445848E-5i,43.7667858389784-4.331195535287053i
0.03,0,3340,0,0,13000.000000000002,-3.319209604439478E-8-7.09528331925166E-6i,45.824691026669484-0.4175689200359917i
0.03,0,3350,0,0,13000.000000000002,-3.504818671012337E-8-4.641322272258539E-5i,42.69476693788683+6.826755907963346i
0.03,0,3360,0,0,13000.000000000002,-3.7163966183046014E-8-8.788516650196548E-5i,39.270433088890464+6.823907809741106i
0.03,0,3370,0,0,13000.000000000002,-3.958646458822407E-8-1.3181345431720657E-4i,37.388127247928644+6.823244415269686i
0.03,0,3380,0,0,13000.000000000002,-4.237417039141015E-8-1.785553256230241E-4i,36.026295548192465+6.822937468270761i
0.03,0,3390,0,0,13000.000000000002,-4.560060800865119E-8-2.2853655919209914E-4i,34.93416948596379+6.822761160670422i
0.03,0,3400,0,0,13000.000000000002,-4.9359367999391774E-8-2.822695018751059E-4i,34.006181309290255+6.822648546582311i
0.03,0,3410,0,0,13000.000000000002,-5.3771389799818815E-8-3.4037736139599435E-4i,33.1867765062056+6.822572383534038i
0.03,0,3420,0,0,13000.000000000002,-5.899594304894847E-8-4.036277625888958E-4i,32.44251464928833+6.822519509239971i
0.03,0,3430,0,0,13000.000000000002,-6.52482141382034E-8-4.7298072558021165E-4i,31.751206324212575+6.822482892053069i
0.03,0,3440,0,0,13000.000000000002,-7.283027437087494E-8-5.496609487565402E-4i,31.096850735001542+6.822458619493888i
0.03,0,3450,0,0,13000.000000000002,-8.219475879468447E-8-6.352766586909572E-4i,30.466871044306043+6.822444690831561i
0.03,0,3460,0,0,13000.000000000002,-9.411343238100505E-8-7.320486519826387E-4i,29.85016070057182+6.8224408522442825i
0.03,0,3470,0,0,13000.000000000002,-1.1034289296157583E-7-8.434062981707021E-4i,29.23449276897429+6.822450527456974i
0.03,0,3480,0,0,13000.000000000002,-1.3879128049797639E-7-9.76744501803162E-4i,28.596495128159898+6.822499381634527i
0.03,0,3490,0,0,13000.000000000002,-5.455924495279469E-7-0.0012062761042046625i,27.67908427028074+6.823847592288327i
0.03,0,3500,0,0,13000.000000000002,-2.2051602752928353E-7-0.0012354088500849617i,27.57600120601627+6.822657600627371i
0.03,0,3510,0,0,13000.000000000002,-2.239810340780434E-7-0.0014632496588523154i,26.84055468206039+6.822546771656758i
0.03,0,3520,0,0,13000.000000000002,-2.763110336978356E-7-0.0017260392036311985i,26.123050798004083+6.8225771406694955i
0.03,0,3530,0,0,13000.000000000002,-3.593095589440701E-7-0.0020575214596774555i,25.36000002432082+6.822640273782591i
0.03,0,3540,0,0,13000.000000000002,-4.907501446720184E-7-0.0024963423826098877i,24.520332263337238+6.822735589637387i
0.03,0,3550,0,0,13000.000000000002,-7.134176469342825E-7-0.0031101695675507706i,23.565495405371358+6.8228779870854055i
0.03,0,3560,0,0,13000.000000000002,-1.1337290413213154E-6-0.004036056187915636i,22.433751759638774+6.82310170449734i
0.03,0,3570,0,0,13000.000000000002,-2.07567147176159E-6-0.005603022289330702i,21.009108649780927+6.823490620299139i
0.03,0,3580,0,0,13000.000000000002,-4.951288046909486E-6-0.008851539254293422i,19.023169575831233+6.824311049822787i
0.03,0,3590,0,0,13000.000000000002,-2.3630822209827348E-5-0.019723461244218664i,15.5435644605653+6.827085033017066i
0.03,0,3600,0,0,13000.000000000002,-7.53630332788524E-4+0.11330185132128173i,7.95098638843263-6.850768618331819i
0.03,0,3610,0,0,13000.000000000002,-1.3082444363618573E-5+0.015147229364098338i,16.690184163957543-6.825632778933568i
0.03,0,3620,0,0,13000.000000000002,-3.78611714547648E-6+0.00824813022536395i,19.330038215273927-6.823875381913366i
0.03,0,3630,0,0,13000.000000000002,-1.7858176844886924E-6+0.005720554696214653i,20.91929811692538-6.823237623611298i
0.03,0,3640,0,0,13000.000000000002,-1.043005016213003E-6+0.004405074860492743i,22.05424230314279-6.822910166708226i
0.03,0,3650,0,0,13000.000000000002,-6.874614485247536E-7+0.0035957353585449503i,22.93600310084122-6.822712201666347i
0.03,0,3660,0,0,13000.000000000002,-4.899423685883634E-7+0.003045664787975822i,23.65717375876546-6.822580523183529i
0.03,0,3670,0,0,13000.000000000002,-3.6885616958177554E-7+0.0026460803502174252i,24.268088556454156-6.822487298387991i
0.03,0,3680,0,0,13000.000000000002,-2.8923818603030795E-7+0.002341580825966184i,24.79916126383316-6.822418367369819i
0.03,0,3690,0,0,13000.000000000002,-2.3406853580182726E-7+0.002100979388242802i,25.27017923774835-6.822365771797931i
0.03,0,3700,0,0,13000.000000000002,-1.9425146360341306E-7+0.0019053764685710772i,25.694744582137155-6.822324700002257i
0.03,0,3710,0,0,13000.000000000002,-1.6456532698098254E-7+0.0017426502438013744i,26.08261749231253-6.822292076055411i
0.03,0,3720,0,0,13000.000000000002,-1.4183761037001657E-7+0.0016046676400009135i,26.441048944903187-6.822265845763812i
0.03,0,3730,0,0,13000.000000000002,-1.2404987861206072E-7+0.0014857677761357863i,26.775584640495175-6.82224458860369i
0.03,0,3740,0,0,13000.000000000002,-1.0986792518687995E-7+0.0013818884158031792i,27.090573736612388-6.822227294369995i
0.03,0,3750,0,0,13000.000000000002,-9.838098220519715E-8+0.0012900383470953142i,27.389503858135868-6.822213228563939i
0.03,0,3760,0,0,13000.000000000002,-8.894994297573484E-8+0.0012079657621710015i,27.675229349965-6.8222018477545125i
0.03,0,3770,0,0,13000.000000000002,-8.111557812330987E-8+0.0011339426410543303i,27.950131515680578-6.822192745063664i
0.03,0,3780,0,0,13000.000000000002,-7.454097194571769E-8+0.0010666204022351967i,28.216234202032307-6.82218561369687i
0.03,0,3790,0,0,13000.000000000002,-6.89744086297402E-8+0.0010049307704910401i,28.47528933333458-6.8221802223187895i
0.03,0,3800,0,0,13000.000000000002,-6.422474365928811E-8+9.480161542329417E-4i,28.72884182579115-6.8221763979308205i
0.03,0,3810,0,0,13000.000000000002,-6.014474576039282E-8+8.951797654696954E-4i,28.978280160944713-6.82217401417142i
0.03,0,3820,0,0,13000.000000000002,-5.6619533085130186E-8+8.458492430690362E-4i,29.224876926468095-6.822172983115746i
0.03,0,3830,0,0,13000.000000000002,-5.355842879886368E-8+7.995496956998959E-4i,29.46982238096033-6.822173249809171i
0.03,0,3840,0,0,13000.000000000002,-5.088911771261624E-8+7.558834335522549E-4i,29.71425329619187-6.822174788837861i
0.03,0,3850,0,0,13000.000000000002,-4.85533911094596E-8+7.145145264275425E-4i,29.959278822728084-6.822177602573024i
